Stop Name,Latitude,Longitude,Num trips in stop,Boothcode,Routes with num trips
BTS Layout Arakere,12.88667912,77.60697059,12,29175268,{'364-F': 12}
Govt Hospital Arakere,12.88723606,77.60321416,45,29175268,"{'368-D': 11, 'SBS-VSD-SKLO': 1, 'SKLO-VSD-SBS': 2, '369-D': 31}"
HSBC Bannerughatta Main Road,12.89226171,77.59883917,1217,29175268,"{'374-C BSK-D34G': 6, '369-CA': 10, 'SBA-BNG': 1, '369-C': 43, 'SGH-BNP': 1, 'ACCB6-73': 2, 'BSK-BNP': 5, '89-F': 12, '367-F': 14, '365-D': 26, '365-B': 6, '365-E': 17, '365-R': 9, 'KBS-BDC-D34G': 11, 'BC-4A': 14, '369-P': 6, '364-A': 21, 'KBS-BGR': 2, 'KBS-RMS': 2, '366-C': 8, '366-M': 9, '370-B': 6, 'V-365J': 21, '366-A': 39, '366-G': 23, '369-B': 38, '368-D': 11, '369-Q': 9, '369-F': 11, '369-G': 10, '369-N': 29, 'KMT-D34G': 0, '369-E': 36, '411-G KDG-KLF': 2, 'PPLO-MRBP': 2, '365-P': 40, '368-H': 10, '365-F': 4, '365-N': 19, '365-Q': 16, '365-S': 6, '365-H': 9, '365-W': 16, '366-L': 10, '366-N': 16, '366-Q': 15, '366-QA': 8, '366-T': 12, '366-W': 13, '366-X': 8, '366-Z': 20, '366-BA': 14, '366-F': 12, '366-KA': 8, '368-C': 6, 'KRM-CAK': 1, 'KGR-BEML5': 21, '372-C': 20, '372-F': 9, '372-A': 7, '372-B': 9, '372-E': 7, '372-J': 7, 'KMT-JAPC': 10, 'D31G-NGHN': 1, 'SGH-DCH': 1, '365-J': 44, 'ACCB7-25': 2, 'KBS-BRD': 2, '366-R': 14, 'KBS-CNP': 2, '378-H': 7, 'V-500CN': 12, 'KMT-JBS-BKH-D34G': 7, '401-B YNTAEH-YTTMC': 3, 'KDG-MSC': 3, 'NICE-1A': 2, 'NICE-1': 5, 'JBN-JSS': 1, 'AS-15': 10, '370-A': 10, 'KBS-UJND': 3, '370-E': 6, '369-K': 12, '367-D': 10, 'SBS-VSD-SKLO': 1, '367-B': 10, 'KBS-JBS-D34G': 6, 'KBS-KSK': 2, 'KMT-JBS-UJND': 1, 'MF-10A': 1, '366-ZA': 5, 'JBS4-D34G': 5, '364-F': 12, '372-M': 11, '372-MA': 9, 'KMT-HPC': 3, '369-T': 25, 'KBS-GTG-BVH-KGP': 1, '366-MA': 10, 'KDG-CSB-D34': 5, 'V-HBL-JGN': 2, '365-P BMD-JAC': 2, 'PNN-BSK-SSPL': 1, 'V-BMT13-BSK-RMM': 1, '500-CN': 8, 'V-D13KMK-BSK-BNP': 6, 'D13G-BNP': 3, 'JBS-EAST END-HML': 1, '369-D': 31, '371-D': 9, '369-J': 12, '365-K': 11, '371-A': 8, '291-J': 26, '195 SBS-MTR': 1, '144-B': 2, '227-G KGR-JGMP': 1, 'SBS-JSD': 13}"
Shanthiniketan Layout Arakere,12.88281334,77.60349780,82,29175268,"{'369-B': 38, '368-D': 11, 'SBS-VSD-SKLO': 1, '369-D': 31, 'D31G-NNB': 1}"
Vijaya Bank Colony Ayyappa Temple,12.89124559,77.60627121,116,29175268,"{'364-G': 19, 'D34G-KCH': 1, 'DHL-MEBP': 3, '366-A': 39, 'D34G-NNH': 1, 'SGH-VBL': 1, '364-B': 32, 'SGH-DCH': 1, '364-C': 7, '401-B YNTAEH-YTTMC': 3, 'KBS-BMD-DCH': 3, 'SBS-DVC': 4, 'VSD-JBS-KCH': 1, '222 MRBS-KST': 1}"
BTS Layout Arakere,12.88667912,77.60697059,12,29175269,{'364-F': 12}
Govt Hospital Arakere,12.88723606,77.60321416,45,29175269,"{'368-D': 11, 'SBS-VSD-SKLO': 1, 'SKLO-VSD-SBS': 2, '369-D': 31}"
Shanthiniketan Layout Arakere,12.88281334,77.60349780,82,29175269,"{'369-B': 38, '368-D': 11, 'SBS-VSD-SKLO': 1, '369-D': 31, 'D31G-NNB': 1}"
Vijaya Bank Colony Ayyappa Temple,12.89124559,77.60627121,116,29175269,"{'364-G': 19, 'D34G-KCH': 1, 'DHL-MEBP': 3, '366-A': 39, 'D34G-NNH': 1, 'SGH-VBL': 1, '364-B': 32, 'SGH-DCH': 1, '364-C': 7, '401-B YNTAEH-YTTMC': 3, 'KBS-BMD-DCH': 3, 'SBS-DVC': 4, 'VSD-JBS-KCH': 1, '222 MRBS-KST': 1}"
Arakere Gate,12.89059818,77.59822328,1440,29175270,"{'374-C BSK-D34G': 6, '369-CA': 10, 'SBA-BNG': 1, 'BEMLA-12': 4, '369-C': 43, 'SGH-BNP': 1, 'CS-GTG-ACCB7': 2, 'ACCB6-73': 2, 'BSK-BNP': 5, '89-F': 12, '367-F': 14, '365-D': 26, '365-B': 6, '365-E': 17, 'D34G-KCH': 1, '365-R': 9, 'KBS-BDC-D34G': 11, 'GTG-BSK': 7, 'BC-4A': 14, '369-P': 6, 'BCS-BMSITY': 1, '364-A': 21, 'KBS-BGR': 2, 'D34G-AMLO': 2, '374-C': 4, 'GTG-PRPL': 1, 'KBS-RMS': 2, '366-C': 8, '366-M': 9, 'MGRM-BNP': 2, '370-B': 6, 'V-365': 26, 'V-365J': 21, 'D34G-EASTEND-JBS': 2, 'D34G-NNH': 1, '366-G': 23, '369-B': 38, '368-D': 11, '369-Q': 9, '369-F': 11, 'HDH-KMT': 8, '369-G': 10, '369-N': 29, 'HMV-ADTH': 2, 'D34G-KMT': 4, 'KMT-D34G': 0, '369-E': 36, 'D34G-CSB': 1, '411-G KDG-KLF': 2, 'D34G-CPR': 2, 'GTG-JNN': 2, 'PPLO-MRBP': 2, '365-P': 40, '368-H': 10, '365-F': 4, '365-N': 19, '365-Q': 16, '365-S': 6, '365-H': 9, '365-W': 16, '366-L': 10, '366-N': 16, '366-Q': 15, '366-QA': 8, '366-T': 12, '366-W': 13, '366-X': 8, '366-Z': 20, '366-BA': 14, '366-F': 12, '366-KA': 8, '368-C': 6, 'KRM-CAK': 1, 'KGR-BEML5': 21, '372-C': 20, '372-F': 9, '372-A': 7, '372-B': 9, '372-E': 7, '372-J': 7, 'KMT-JAPC': 10, 'D31G-NGHN': 1, '365-J': 44, 'ACCB7-25': 2, 'BNP-MGRM': 2, 'KBS-BRD': 2, 'D34G-JN4-KBS': 3, '366-R': 14, 'CNP-KBS': 4, 'KBS-CNP': 2, '378-H': 7, 'V-411GT': 11, 'V-500CB': 13, 'MSC-KDG': 4, 'CNP-KMT': 1, 'BGR-JAPC': 5, 'V-500CN': 12, 'KMT-JBS-BKH-D34G': 7, 'KDG-MSC': 3, 'NICE-1A': 2, 'C-365': 17, 'NICE-1': 5, 'JBN-JSS': 1, '411-J': 6, 'AS-15': 10, '370-A': 10, 'KBS-UJND': 3, '370-E': 6, '369-K': 12, '367-D': 10, 'SBS-VSD-SKLO': 1, '367-B': 10, 'SSPL-KBS': 3, 'KBS-SSPL': 1, 'KBS-JBS-D34G': 6, 'HLM-SJHS': 1, 'KBS-KSK': 2, 'D34G-HSS': 1, 'KMT-JBS-UJND': 1, 'GTG-DBS': 3, 'G-4': 35, 'MF-10': 14, 'MF-10A': 1, '366-ZA': 5, 'JBS4-D34G': 5, 'BDLF-CSB': 2, '364-F': 12, '372-M': 11, '372-MA': 9, 'SKLO-VSD-SBS': 2, 'KMT-HPC': 3, 'MF-20': 28, '369-T': 25, 'KBS-GTG-BVH-KGP': 1, 'V-JSD-CSB-MRHB-ITPL': 2, 'HSS-10': 1, 'GTG-KRM': 1, 'D34-BTMS': 1, '366-MA': 10, 'V-BNP-BSK-SCR': 6, 'V-BNP-CSB-MRHB-ORRCA': 2, 'KIAS-5B': 6, 'D34-CSB-ITPL': 1, 'D34-CSB-KDG': 1, 'KDG-CSB-D34': 5, 'V-GTG-HBL': 0, 'V-HBL-JGN': 2, 'V-JGN-BSK': 1, 'LTSC-KBS': 1, '365-J  JAC-BMD': 2, '365-P BMD-JAC': 2, '365  BNP-BMD': 2, 'PNN-BSK-SSPL': 1, 'V-JSD-KDG': 1, 'V-KOLIF-BTM-ELC': 1, 'V-AKN-BSK': 1, 'JAPC-JTTMC-KMT': 1, 'V-BMT13-BSK-RMM': 1, '500-CN': 8, 'V-D13KMK-BSK-BNP': 6, 'CKP-CSB-ELC': 2, 'D13G-BNP': 3, 'JBS-EAST END-HML': 1, 'V-BNP-ORRCA JP Morgan': 1, '369-D': 31, '371-D': 9, '369-J': 12, '365-K': 11, '371-A': 8, '291-J': 26, '195 SBS-MTR': 1, '144-B': 2, '227-G KGR-JGMP': 1, 'SBS-JSD': 13}"
BPL,12.88738986,77.59702001,3631,29175270,"{'374-C BSK-D34G': 6, '369-CA': 10, 'CSB-KDG': 9, 'SBA-BNG': 1, 'KBS-1I': 30, '369-C': 43, 'SGH-BNP': 1, 'CS-GTG-ACCB7': 2, 'SBS-DHH': 2, '335-P D35G-KDG': 2, 'DRDO-KDG': 4, 'MBS-15': 6, 'KVS-KDG': 1, '335-S': 13, '335-EP': 22, 'ACC B-56': 2, '335-SA': 10, 'AYT-KDG': 1, 'ACCB6-73': 2, 'BSK-BNP': 5, 'SBS-13K': 0, '340-H': 27, '98-F VSDLO-VSD': 1, '335-P EWC-KDG': 1, '335-N BSN-KDG': 3, '500-DE': 18, '306-RA': 7, '335-M': 9, '335-G': 7, '304-C': 12, '319-J': 8, '89-F': 12, '367-F': 14, '365-D': 26, '365-B': 6, '365-E': 17, '335-N KGR-KDG': 9, '335-N KDG-KGR': 3, 'D34G-KCH': 1, '365-R': 9, 'KBS-BDC-D34G': 11, 'GTG-BSK': 7, 'BC-4A': 14, '304-E': 6, '304-V': 24, '369-P': 6, 'BCS-BMSITY': 1, 'KBS-BGR': 2, 'D34G-AMLO': 2, 'KRP-KDG': 0, '304-Z': 8, '374-C': 4, 'GTG-PRPL': 1, 'KBS-RMS': 2, '366-C': 8, '366-M': 9, 'MGRM-BNP': 2, '304-J': 13, '305-V': 8, 'MBS-24 KDG-D21G': 5, '370-B': 6, '305-A': 12, '335-P': 10, '88-A KBS-SMH': 1, '306-MA': 9, 'V-365': 26, 'V-365J': 21, 'D34G-EASTEND-JBS': 2, 'D34G-NNH': 1, '366-G': 23, '369-B': 38, '369-Q': 9, '306-B': 8, '369-F': 11, 'HDH-KMT': 8, '369-G': 10, '369-N': 29, '506-A': 12, 'HMV-ADTH': 2, '328-A': 9, 'GJR-SRP': 1, 'D34G-KMT': 4, 'KMT-D34G': 0, '369-E': 36, '335-K': 2, '335-R': 14, 'D34G-CSB': 1, '411-G KDG-KLF': 2, 'D34G-CPR': 2, 'GTG-JNN': 2, 'PPLO-MRBP': 2, '335-N': 25, '300-T': 11, '365-P': 40, '335-A': 25, '368-H': 10, '365-F': 4, '365-N': 19, '365-Q': 16, '365-S': 6, '365-H': 9, '365-W': 16, '366-L': 10, '366-N': 16, '366-Q': 15, '366-QA': 8, '366-T': 12, '304-M': 7, '366-W': 13, '366-X': 8, '366-Z': 20, '366-BA': 14, '366-F': 12, '366-KA': 8, '368-C': 6, 'KRM-CAK': 1, 'KGR-BEML5': 21, '372-C': 20, '372-F': 9, '372-A': 7, '372-B': 9, '372-E': 7, '372-J': 7, 'KMT-JAPC': 10, '304-K': 38, 'D31G-NGHN': 1, '335-N BUADM': 3, '305-Q': 6, '322-A': 10, 'KRP-MRS': 2, 'MBS-24': 3, '365-J': 44, 'ACCB7-25': 2, 'BNP-MGRM': 2, '335-A KMT-KDG': 5, 'KGR-UTH-BSK-KDG': 4, 'KBS-BRD': 2, '305-M KMT-TBH': 1, 'D34G-JN4-KBS': 3, 'V-500FA': 10, '366-R': 14, 'CNP-KBS': 4, 'KBS-CNP': 2, '306-P': 7, 'V-KDGB-JFWTC': 7, '378-H': 7, 'V-331A': 16, 'V-333T': 18, 'V-333Z': 8, 'V-335EK': 22, 'V-335EP': 28, 'V-335MG': 6, '321-E': 7, 'V-500DE': 26, 'V-500CK': 36, 'V-411GT': 11, 'V-500CB': 13, 'MSC-KDG': 4, 'CNS-KRP': 8, 'CNP-KMT': 1, 'BGR-JAPC': 5, 'V-500F': 46, 'V-500CN': 12, 'VDPC-KDG': 0, '333-Z': 9, 'KMT-JBS-BKH-D34G': 7, 'TNF-KDGB': 3, '305-C KMT-BSK': 2, '335-E': 33, 'KDG-MSC': 3, 'BEML-KDG': 1, '306-L': 9, 'MRS-KBS': 2, '306-E KBS-NYK': 1, '501 KGR-CNSD': 2, 'KBS-MRS': 2, 'NICE-1A': 2, 'C-365': 17, 'C-500F': 7, '304-B': 10, 'KDG-HBL': 8, 'V-JFWTC-KDG': 4, 'KDG-BEL-YTTMC': 5, 'NICE-1': 5, 'SNBS-MRH-KDG': 3, 'JBN-JSS': 1, '411-J': 6, 'SBS-ITPL-KDG': 8, 'AS-15': 10, 'KDG-D13G': 25, '304-B KBS-HSK': 3, '502-G KDG-YTTMC': 10, '370-A': 10, 'KBS-UJND': 3, 'VTTMC-KDG': 3, 'V-KBS-CHSD': 2, 'KDG-BEML': 2, '370-E': 6, 'KDG-TNF-KMH': 4, '500-DB HBL-KDG': 5, '500-Y': 13, '500-QK': 28, '369-K': 12, 'YTTMC-MTK-KDG': 3, 'KGD-MRHB-SGH': 2, '367-D': 10, '367-B': 10, 'SSPL-KBS': 3, 'KBS-SSPL': 1, 'KBS-JBS-D34G': 6, 'V-502G HBL-KDG': 4, 'HBL-TNF-HOODI-KDG': 8, 'KGRRO-KDG': 4, '502 BSN-KDG': 2, 'HLM-SJHS': 1, 'KDG-CSB-CRSC': 6, 'KSK-KBS': 2, 'KBS-KSK': 2, 'BELGS-13': 2, 'C-500CK': 12, 'D34G-HSS': 1, 'KMT-JBS-UJND': 1, 'CVRN-KDGD': 2, '305-B': 9, '305-P': 7, '321-D': 9, '322-M': 10, 'GTG-DBS': 3, 'G-4': 35, 'MF-10': 14, 'MF-10A': 1, '305-D': 50, '501-L': 13, '304-NA': 10, '500-F': 34, 'KDG-MRHB-SNBS': 4, '500-QC': 1, 'VRT-GGP': 1, 'KDTG-KDG': 2, 'KBS-13K': 25, '366-ZA': 5, 'HBL-ITPL-NBWSC': 1, 'SBS-SVR-HSKGH': 4, 'JBS4-D34G': 5, 'BDLF-CSB': 2, '304-VA': 9, '372-M': 11, '372-MA': 9, 'KDG-ITPL-KMT': 3, 'BSPB-BEML': 1, '304-VB': 11, 'BSPB-KBS': 3, '321-A': 9, 'CHAKRA-8A': 20, 'CHAKRA-8': 29, 'V-335EF': 2, 'MDP-KDG': 1, '242-TB D35G-KVH': 1, '319-C': 23, 'V-HBL-TNF-Hoodi-ITPL-CNS': 3, '320-H': 18, '319E': 6, '320-E': 29, 'KGR-UTH-KDG': 6, 'KMT-HPC': 3, 'BC-3A': 71, 'V-KBS-KTMN': 6, '321-G': 9, 'V-328HB': 2, 'KRMTTMC-KDG': 3, 'HNPB-KDG': 1, 'KRMKM-KDG': 4, 'D34-CSB-ITPL': 1, '304-H': 13, 'V-500KS': 33, '304-N': 8, 'KDG-ACC6': 1, '304-X': 8, '306-D': 8, '306-T': 12, '306-C': 8, 'BSK-HSK': 2, '500-D OASIS-CSB': 1, 'V-MF-11A': 19, 'V-319HK': 9, 'V-319KH': 12, '304-P': 8, '304-Q': 13, '304-T': 11, 'V-MF-1D': 11, '306-K': 15, 'V-TNF-HOD-ITPL-HOF-KDG': 3, 'V-TATA ELX-KDG': 2, 'MF-20': 28, '369-T': 25, '306-Q': 9, 'KBS-GTG-BVH-KGP': 1, 'V-JSD-CSB-MRHB-ITPL': 2, '305-R': 8, 'V-Qualcomm-DNR': 1, '305-G': 8, '305-M': 10, '305-H': 19, '305-K': 8, '306-A': 8, '306-E': 9, '306-G': 7, '306-J': 7, 'V-Intel ORR-MRHB-KDG': 3, '304-S': 8, 'GTG-KRM': 1, 'V-505B': 2, '335-N VTTMC-KGD': 2, 'D34-BTMS': 1, '366-MA': 10, '500-F KDG-BTML': 3, 'V-BNP-BSK-SCR': 6, 'V-BNP-CSB-MRHB-ORRCA': 2, 'V-MEBP-TNF-KDG': 3, '306-M': 25, '304-VA TNF-SVP': 1, '304-V TNF-CKT': 3, '304-M SMR-TNF': 1, '305-K SBS-CNS': 3, 'V-333P': 31, 'KBS-HOODI-KDG': 5, '271-K': 33, 'V-BPS-HBL-KDG': 6, 'V-KDG-KRPH': 5, 'KRP-TNF-KDG': 2, '272-E': 20, 'V-TNF-HOD-ITPL-KDG-HSK': 2, 'V-TATA ELEXI-KDG': 2, 'DMV-335E': 2, 'MF-4': 15, 'KIAS-5B': 6, 'GNR-CSB-KDG': 2, 'D34-CSB-KDG': 1, 'KDG-CSB-D34': 5, '255-C': 18, 'V-KDG-BTP': 7, 'V-KRP-SJP': 2, 'V-GTG-HBL': 0, 'V-SMPBS-KDG': 3, '305-S': 16, 'V-NAGM-KDG': 3, 'V-Seetha Circle-KDG': 1, '12F-3 MDR-WFTTMC': 1, 'BV-MF-1D': 10, 'V-BMS-KDG': 7, 'V-HBL-JGN': 2, 'V-JGN-BSK': 1, 'V-500BH': 4, 'V-ORRCA PRT-KDG': 6, 'V-335E': 59, 'AIT-KBS-KDG': 2, 'D13G-KDG': 13, '365-J  JAC-BMD': 2, '365-P BMD-JAC': 2, '324-E': 7, 'V-MEBP-KDG': 3, 'V-HBL-HOD-KDG': 7, '365  BNP-BMD': 2, '335-A KGR-KDG': 3, 'PNN-BSK-SSPL': 1, 'V-335EN': 8, 'KBS-1I  D06G-KDG': 2, '328-HB': 0, 'V-JSD-KDG': 1, 'V-JYN4th-KDG': 1, 'V-GOLT-KDG': 0, '335-A BSN-KDG': 3, 'V-BEML-KDG': 1, 'V-KOLIF-BTM-ELC': 1, 'V-AKN-BSK': 1, 'V-500KD': 6, '328-A BMT41G-KRP': 1, '328-C': 6, 'BMT24G-KDG': 3, 'JAPC-JTTMC-KMT': 1, 'TNF-DVG': 1, 'V-BMT13-BSK-RMM': 1, '500-CN': 8, 'V-D13KMK-BSK-BNP': 6, 'CKP-CSB-ELC': 2, 'D13G-BNP': 3, '304-B KRL-SVM': 4, 'BMT24-CNS': 3, 'BMT24G-NDVC': 1, 'BMT24G-SKHP': 2, '305-F BMT24G-NDTC': 1, '306-MA BMT24G-JYM': 3, '306-RA BMT24G- DVG': 1, '304-NA BMT24G-OBP': 1, '304-NA OBP-BMT24G': 1, '304-Q  BMT24G-GGL': 2, '304VB BMT24G-CKT': 1, 'BMT41G-TNF-HLS': 1, '304-MC CKPT-HALM': 3, '304-MC HALM-CKPT': 2, '319 BMT24G-KSH': 1, '319-J  BMT41G-DNR': 1, '319-J KMT-BMT41G': 2, '320-A KBS-BMT41G': 1, '304-Z BMT41G-TNF': 1, '306A BMT24-LMS': 1, '305-J KMT-HSK': 1, '306C BMT24-KNL': 1, '320-H BMT24G-WFG': 1, 'JBS-EAST END-HML': 1, '500-HC': 4, '321-G BMT24G-MTK': 1, 'V-BNP-ORRCA JP Morgan': 1, 'TNF-Hoodi-CARMEL': 0, '335-E ISROM-KDG': 1, '335-H': 6, '305-C': 3, '319-K': 13, '335-HD': 11, '371-D': 9, '305-N': 10, '306-F': 6, '304-D': 11, '321-C': 10, '369-J': 12, '365-K': 11, '371-A': 8, '291-J': 26, 'TNF-GJR': 2, '12F-2': 8, '12F-3': 18, 'BTP-29A': 2, '507-B': 23, '195 SBS-MTR': 1, '144-B': 2, '227-G KGR-JGMP': 1, 'SBS-JSD': 13}"
Govt Hospital Arakere,12.88723606,77.60321416,45,29175270,"{'368-D': 11, 'SBS-VSD-SKLO': 1, 'SKLO-VSD-SBS': 2, '369-D': 31}"
HSBC Bannerughatta Main Road,12.89226171,77.59883917,1217,29175270,"{'374-C BSK-D34G': 6, '369-CA': 10, 'SBA-BNG': 1, '369-C': 43, 'SGH-BNP': 1, 'ACCB6-73': 2, 'BSK-BNP': 5, '89-F': 12, '367-F': 14, '365-D': 26, '365-B': 6, '365-E': 17, '365-R': 9, 'KBS-BDC-D34G': 11, 'BC-4A': 14, '369-P': 6, '364-A': 21, 'KBS-BGR': 2, 'KBS-RMS': 2, '366-C': 8, '366-M': 9, '370-B': 6, 'V-365J': 21, '366-A': 39, '366-G': 23, '369-B': 38, '368-D': 11, '369-Q': 9, '369-F': 11, '369-G': 10, '369-N': 29, 'KMT-D34G': 0, '369-E': 36, '411-G KDG-KLF': 2, 'PPLO-MRBP': 2, '365-P': 40, '368-H': 10, '365-F': 4, '365-N': 19, '365-Q': 16, '365-S': 6, '365-H': 9, '365-W': 16, '366-L': 10, '366-N': 16, '366-Q': 15, '366-QA': 8, '366-T': 12, '366-W': 13, '366-X': 8, '366-Z': 20, '366-BA': 14, '366-F': 12, '366-KA': 8, '368-C': 6, 'KRM-CAK': 1, 'KGR-BEML5': 21, '372-C': 20, '372-F': 9, '372-A': 7, '372-B': 9, '372-E': 7, '372-J': 7, 'KMT-JAPC': 10, 'D31G-NGHN': 1, 'SGH-DCH': 1, '365-J': 44, 'ACCB7-25': 2, 'KBS-BRD': 2, '366-R': 14, 'KBS-CNP': 2, '378-H': 7, 'V-500CN': 12, 'KMT-JBS-BKH-D34G': 7, '401-B YNTAEH-YTTMC': 3, 'KDG-MSC': 3, 'NICE-1A': 2, 'NICE-1': 5, 'JBN-JSS': 1, 'AS-15': 10, '370-A': 10, 'KBS-UJND': 3, '370-E': 6, '369-K': 12, '367-D': 10, 'SBS-VSD-SKLO': 1, '367-B': 10, 'KBS-JBS-D34G': 6, 'KBS-KSK': 2, 'KMT-JBS-UJND': 1, 'MF-10A': 1, '366-ZA': 5, 'JBS4-D34G': 5, '364-F': 12, '372-M': 11, '372-MA': 9, 'KMT-HPC': 3, '369-T': 25, 'KBS-GTG-BVH-KGP': 1, '366-MA': 10, 'KDG-CSB-D34': 5, 'V-HBL-JGN': 2, '365-P BMD-JAC': 2, 'PNN-BSK-SSPL': 1, 'V-BMT13-BSK-RMM': 1, '500-CN': 8, 'V-D13KMK-BSK-BNP': 6, 'D13G-BNP': 3, 'JBS-EAST END-HML': 1, '369-D': 31, '371-D': 9, '369-J': 12, '365-K': 11, '371-A': 8, '291-J': 26, '195 SBS-MTR': 1, '144-B': 2, '227-G KGR-JGMP': 1, 'SBS-JSD': 13}"
BTS Layout Arakere,12.88667912,77.60697059,12,29175272,{'364-F': 12}
Govt Hospital Arakere,12.88723606,77.60321416,45,29175272,"{'368-D': 11, 'SBS-VSD-SKLO': 1, 'SKLO-VSD-SBS': 2, '369-D': 31}"
Vijaya Bank Colony Ayyappa Temple,12.89124559,77.60627121,116,29175272,"{'364-G': 19, 'D34G-KCH': 1, 'DHL-MEBP': 3, '366-A': 39, 'D34G-NNH': 1, 'SGH-VBL': 1, '364-B': 32, 'SGH-DCH': 1, '364-C': 7, '401-B YNTAEH-YTTMC': 3, 'KBS-BMD-DCH': 3, 'SBS-DVC': 4, 'VSD-JBS-KCH': 1, '222 MRBS-KST': 1}"
Arakere Gate,12.89059818,77.59822328,1440,29175273,"{'374-C BSK-D34G': 6, '369-CA': 10, 'SBA-BNG': 1, 'BEMLA-12': 4, '369-C': 43, 'SGH-BNP': 1, 'CS-GTG-ACCB7': 2, 'ACCB6-73': 2, 'BSK-BNP': 5, '89-F': 12, '367-F': 14, '365-D': 26, '365-B': 6, '365-E': 17, 'D34G-KCH': 1, '365-R': 9, 'KBS-BDC-D34G': 11, 'GTG-BSK': 7, 'BC-4A': 14, '369-P': 6, 'BCS-BMSITY': 1, '364-A': 21, 'KBS-BGR': 2, 'D34G-AMLO': 2, '374-C': 4, 'GTG-PRPL': 1, 'KBS-RMS': 2, '366-C': 8, '366-M': 9, 'MGRM-BNP': 2, '370-B': 6, 'V-365': 26, 'V-365J': 21, 'D34G-EASTEND-JBS': 2, 'D34G-NNH': 1, '366-G': 23, '369-B': 38, '368-D': 11, '369-Q': 9, '369-F': 11, 'HDH-KMT': 8, '369-G': 10, '369-N': 29, 'HMV-ADTH': 2, 'D34G-KMT': 4, 'KMT-D34G': 0, '369-E': 36, 'D34G-CSB': 1, '411-G KDG-KLF': 2, 'D34G-CPR': 2, 'GTG-JNN': 2, 'PPLO-MRBP': 2, '365-P': 40, '368-H': 10, '365-F': 4, '365-N': 19, '365-Q': 16, '365-S': 6, '365-H': 9, '365-W': 16, '366-L': 10, '366-N': 16, '366-Q': 15, '366-QA': 8, '366-T': 12, '366-W': 13, '366-X': 8, '366-Z': 20, '366-BA': 14, '366-F': 12, '366-KA': 8, '368-C': 6, 'KRM-CAK': 1, 'KGR-BEML5': 21, '372-C': 20, '372-F': 9, '372-A': 7, '372-B': 9, '372-E': 7, '372-J': 7, 'KMT-JAPC': 10, 'D31G-NGHN': 1, '365-J': 44, 'ACCB7-25': 2, 'BNP-MGRM': 2, 'KBS-BRD': 2, 'D34G-JN4-KBS': 3, '366-R': 14, 'CNP-KBS': 4, 'KBS-CNP': 2, '378-H': 7, 'V-411GT': 11, 'V-500CB': 13, 'MSC-KDG': 4, 'CNP-KMT': 1, 'BGR-JAPC': 5, 'V-500CN': 12, 'KMT-JBS-BKH-D34G': 7, 'KDG-MSC': 3, 'NICE-1A': 2, 'C-365': 17, 'NICE-1': 5, 'JBN-JSS': 1, '411-J': 6, 'AS-15': 10, '370-A': 10, 'KBS-UJND': 3, '370-E': 6, '369-K': 12, '367-D': 10, 'SBS-VSD-SKLO': 1, '367-B': 10, 'SSPL-KBS': 3, 'KBS-SSPL': 1, 'KBS-JBS-D34G': 6, 'HLM-SJHS': 1, 'KBS-KSK': 2, 'D34G-HSS': 1, 'KMT-JBS-UJND': 1, 'GTG-DBS': 3, 'G-4': 35, 'MF-10': 14, 'MF-10A': 1, '366-ZA': 5, 'JBS4-D34G': 5, 'BDLF-CSB': 2, '364-F': 12, '372-M': 11, '372-MA': 9, 'SKLO-VSD-SBS': 2, 'KMT-HPC': 3, 'MF-20': 28, '369-T': 25, 'KBS-GTG-BVH-KGP': 1, 'V-JSD-CSB-MRHB-ITPL': 2, 'HSS-10': 1, 'GTG-KRM': 1, 'D34-BTMS': 1, '366-MA': 10, 'V-BNP-BSK-SCR': 6, 'V-BNP-CSB-MRHB-ORRCA': 2, 'KIAS-5B': 6, 'D34-CSB-ITPL': 1, 'D34-CSB-KDG': 1, 'KDG-CSB-D34': 5, 'V-GTG-HBL': 0, 'V-HBL-JGN': 2, 'V-JGN-BSK': 1, 'LTSC-KBS': 1, '365-J  JAC-BMD': 2, '365-P BMD-JAC': 2, '365  BNP-BMD': 2, 'PNN-BSK-SSPL': 1, 'V-JSD-KDG': 1, 'V-KOLIF-BTM-ELC': 1, 'V-AKN-BSK': 1, 'JAPC-JTTMC-KMT': 1, 'V-BMT13-BSK-RMM': 1, '500-CN': 8, 'V-D13KMK-BSK-BNP': 6, 'CKP-CSB-ELC': 2, 'D13G-BNP': 3, 'JBS-EAST END-HML': 1, 'V-BNP-ORRCA JP Morgan': 1, '369-D': 31, '371-D': 9, '369-J': 12, '365-K': 11, '371-A': 8, '291-J': 26, '195 SBS-MTR': 1, '144-B': 2, '227-G KGR-JGMP': 1, 'SBS-JSD': 13}"
