Stop Name,Latitude,Longitude,Num trips in stop,Boothcode,Routes with num trips
Raghuvanahalli Cross,12.88087919,77.54618772,912,29176125,"{'KBS-KMS': 3, 'VSD-AGR': 1, 'KMT-AGR': 1, 'KBS-AGR': 2, '211-L': 1, '212-M': 13, 'PHS-3': 17, '216-B': 12, 'KBS-DSCU': 2, 'JBN-DSCU': 1, '213-C': 12, 'BSK-TRL': 1, '306-B': 8, 'BSK-SMP': 1, '285-P': 13, '213-P': 8, '211-D': 16, '211-T': 10, '213-A': 4, '211-A': 8, '214-C': 5, '211-K': 12, 'KBS-MKD': 2, 'MKD-KBS': 2, '213-R': 10, '240-F': 13, '211-U': 11, '213-J': 7, '213-Q': 5, 'BSK-MTRP': 1, 'BSK-RGL': 8, 'KBS-GAT': 8, '211-G': 9, '211-RA': 5, '214-G': 22, 'KBS-5H': 24, 'MKT-5H': 24, '213-DA': 7, '213-DB': 7, '217-D': 14, 'BSK-JFM': 4, 'TGPB-HBL': 2, 'KMT-GAT': 3, 'GAT-SBS': 3, '213-QA': 8, '214-H': 15, 'BSK-GDPL': 1, '214-D KMT-TRLE': 8, '217-E': 10, '211-DA': 7, '211-R': 10, 'BSK-AGR': 2, 'SNBS-TTG': 2, 'BSK-MKD': 1, 'SNBS-MKD': 1, '213-F': 8, '213-M': 8, 'KBS-BLO': 3, 'ITPL-4T': 2, '224-E': 9, '214-B': 10, '245-C': 10, 'BSK-VLS': 4, '214-D': 15, 'BSK-TTG': 2, '245-DA': 6, '211-J': 6, 'KMT-VDH': 3, 'BSK-MNN': 3, 'KMT-GATM': 2, '211-H': 11, 'KDYL-KBS': 1, '212-B': 7, '213-FA': 9, '213-D': 6, '214-L': 6, '211-B': 12, '212-C': 12, 'JLOT-KMT': 2, 'KBS-HRH-BNGP': 5, '219-A GR College': 5, '219-A': 9, 'KBS-BTKL': 2, '211 BSK-AVS': 1, '213-N': 10, '212-D': 11, 'NICE-2': 7, '201 GBV-BSK': 1, 'VLS-KBS': 2, '213-K': 17, '213-H': 9, '216-A': 10, '213-E': 6, '213-L': 10, '378-D SRN-KGR': 1, 'GPO-GAT': 2, '213-T': 9, '378-D': 11, '214-J': 8, '214-E': 20, '213-W': 7, 'BSKTTMC-VLS': 1, '214-DA': 12, 'VLS-BSK-KBS': 2, '211-AA': 20, 'VLS-KGRTTMC': 1, 'NICE-2A': 4, '211-M': 6, '211-M BSK-HNLD': 1, '211-N': 12, '211-N BSK-BDD': 2, 'V-BSK-TLGS': 1, 'AS-14': 18, 'UTH-HRH': 1, '213-V': 2, 'TGPS-ITPL': 2, 'PLO-VLS': 1, '214G-D44-GTG': 1, 'NGS-BSK-VLS': 1, '211-Q': 8, 'BEMLB-6': 2, 'BSK-HRH': 7, 'BSK-KGP': 5, '211-E': 11, '223-A': 12, '211-C': 19, 'BSK-VDH': 2, 'BELGS-8': 2, 'BSK-TGP': 1, '285-B': 26, '212-F': 2, '9998': 0}"
Thalagattapura Balaji Layout,12.87772245,77.53983557,13,29176125,"{'217-E': 10, 'KBS-BLO': 3}"
Buthanahalli,12.80451605,77.56043875,56,29176457,"{'398-B SYN-KGP': 1, '398-B': 14, '398-B ATB-KGP': 1, 'KGP-ELC': 3, 'KMT-HPC': 3, 'JGN-BGC-BDD': 1, '211-NB': 15, 'BDD-KGP-JGN': 1, '371-D': 9, '371-A': 8}"
Byalamarana Doddy Bannerughatta,12.80581607,77.54392325,1,29176457,{'KBS-GTG-BVH-KGP': 1}
Byatarayana Doddy Bannerughatta,12.81593413,77.55218979,22,29176457,"{'215-Z': 20, 'BSK-BGTC': 2}"
Byatarayana Doddy Cross Bannerughatta Road,12.80367756,77.54362130,45,29176457,"{'398-B SYN-KGP': 1, '398-B': 14, '398-B ATB-KGP': 1, 'JGN-BGC-BDD': 1, 'KBS-GTG-BVH-KGP': 1, '366-MA': 10, '371-D': 9, '371-A': 8}"
CRPF Bannerughatta,12.79561519,77.53931187,35,29176457,"{'398-B SYN-KGP': 1, '398-B': 14, '398-B ATB-KGP': 1, 'JGN-BGC-BDD': 1, 'KBS-GTG-BVH-KGP': 1, '371-D': 9, '371-A': 8}"
Hakki Pikki Colony Bannerughatta,12.79826147,77.55818770,3,29176457,{'KMT-HPC': 3}
Hakki Pikki Colony Cross,12.80241987,77.55888405,95,29176457,"{'398-B SYN-KGP': 1, '398-B': 14, '398-B ATB-KGP': 1, 'KGP-ELC': 3, 'KMT-HPC': 3, 'JGN-BGC-BDD': 1, '211-NB': 15, '226-C': 21, '226-C KGR-TMP': 3, '226-L KGR-HPC': 1, '226-L': 9, 'BDD-KGP-JGN': 1, '226-J': 5, '371-D': 9, '371-A': 8}"
Kencharayana Doddy Bannerughatta Road,12.81975033,77.55614589,22,29176457,"{'215-Z': 20, 'BSK-BGTC': 2}"
Shylendra Doddy Bannerughatta Road,12.80070642,77.55289122,34,29176457,"{'398-B SYN-KGP': 1, '398-B': 14, '398-B ATB-KGP': 1, 'JGN-BGC-BDD': 1, '371-D': 9, '371-A': 8}"
Bilavaradahalli,12.82238574,77.57235735,132,29176421,"{'215-Z': 20, '365-D': 26, '365-E': 17, 'D34G-BVH': 1, '366-C': 8, '366-M': 9, 'BSK-BGTC': 2, '366-G': 23, 'KBS-BRD': 2, 'AS-15': 10, 'D34G-BRD': 1, 'KBS-GTG-BVH-KGP': 1, '366-MA': 10, 'JAPC-BGT-BVH': 1, 'BVH-JGN': 1}"
Byatarayana Doddy Bannerughatta,12.81593413,77.55218979,22,29176421,"{'215-Z': 20, 'BSK-BGTC': 2}"
Kencharayana Doddy Bannerughatta Road,12.81975033,77.55614589,22,29176421,"{'215-Z': 20, 'BSK-BGTC': 2}"
Kesaraguppe,12.81661863,77.56700568,56,29176421,"{'398-B SYN-KGP': 1, '398-B': 14, '398-B ATB-KGP': 1, 'KGP-ELC': 3, 'KMT-HPC': 3, 'JGN-BGC-BDD': 1, '211-NB': 15, 'BDD-KGP-JGN': 1, '371-D': 9, '371-A': 8}"
Kulumepalya,12.83256013,77.55303996,22,29176421,"{'215-Z': 20, 'BSK-BGTC': 2}"
Shanubhoganahalli Ist Cross Bannerughatta,12.82681830,77.56151201,22,29176421,"{'215-Z': 20, 'BSK-BGTC': 2}"
Sipgere Gate,12.82242900,77.57711691,56,29176421,"{'398-B SYN-KGP': 1, '398-B': 14, '398-B ATB-KGP': 1, 'KGP-ELC': 3, 'KMT-HPC': 3, 'JGN-BGC-BDD': 1, '211-NB': 15, 'BDD-KGP-JGN': 1, '371-D': 9, '371-A': 8}"
Byatarayana Doddy Bannerughatta,12.81593413,77.55218979,22,29176422,"{'215-Z': 20, 'BSK-BGTC': 2}"
Kencharayana Doddy Bannerughatta Road,12.81975033,77.55614589,22,29176422,"{'215-Z': 20, 'BSK-BGTC': 2}"
Bayyanapalya,12.87554876,77.54363582,896,29176124,"{'KBS-KMS': 3, 'VSD-AGR': 1, 'KMT-AGR': 1, 'KBS-AGR': 2, '212-M': 13, 'PHS-3': 17, '216-B': 12, 'KBS-DSCU': 2, 'JBN-DSCU': 1, '213-C': 12, 'BSK-TRL': 1, '306-B': 8, 'BSK-SMP': 1, '285-P': 13, '213-P': 8, '211-D': 16, '211-T': 10, '213-A': 4, '211-A': 8, '214-C': 5, '211-K': 12, 'KBS-MKD': 2, 'MKD-KBS': 2, '213-R': 10, '240-F': 13, '211-U': 11, '213-J': 7, '213-Q': 5, 'BSK-MTRP': 1, 'BSK-RGL': 8, 'KBS-GAT': 8, '211-G': 9, '211-RA': 5, '214-G': 22, 'KBS-5H': 24, 'MKT-5H': 24, '213-DA': 7, '213-DB': 7, '217-D': 14, 'BSK-JFM': 4, 'TGPB-HBL': 2, 'KMT-GAT': 3, 'GAT-SBS': 3, '213-QA': 8, '214-H': 15, 'BSK-GDPL': 1, '214-D KMT-TRLE': 8, '211-DA': 7, '211-R': 10, 'BSK-AGR': 2, 'SNBS-TTG': 2, 'BSK-MKD': 1, 'SNBS-MKD': 1, '213-F': 8, '213-M': 8, '224-E': 9, '214-B': 10, '245-C': 10, 'BSK-VLS': 4, '214-D': 15, 'BSK-TTG': 2, '245-DA': 6, '211-J': 6, 'KMT-VDH': 3, 'BSK-MNN': 3, 'KMT-GATM': 2, '211-H': 11, 'KDYL-KBS': 1, '212-B': 7, '213-FA': 9, '213-D': 6, '214-L': 6, '211-B': 12, '212-C': 12, 'JLOT-KMT': 2, 'KBS-HRH-BNGP': 5, '219-A GR College': 5, '219-A': 9, 'KBS-BTKL': 2, '211 BSK-AVS': 1, '213-N': 10, '212-D': 11, 'NICE-2': 7, '201 GBV-BSK': 1, 'VLS-KBS': 2, '213-K': 17, '213-H': 9, '216-A': 10, '213-E': 6, '213-L': 10, '378-D SRN-KGR': 1, 'GPO-GAT': 2, '213-T': 9, '378-D': 11, '214-J': 8, '214-E': 20, '213-W': 7, 'BSKTTMC-VLS': 1, '214-DA': 12, 'VLS-BSK-KBS': 2, '211-AA': 20, 'VLS-KGRTTMC': 1, 'NICE-2A': 4, '211-M': 6, '211-M BSK-HNLD': 1, '211-N': 12, '211-N BSK-BDD': 2, 'V-BSK-TLGS': 1, 'AS-14': 18, 'UTH-HRH': 1, '213-V': 2, 'TGPS-ITPL': 2, 'PLO-VLS': 1, '214G-D44-GTG': 1, 'NGS-BSK-VLS': 1, '211-Q': 8, 'BEMLB-6': 2, 'BSK-HRH': 7, 'BSK-KGP': 5, '211-E': 11, '223-A': 12, '211-C': 19, 'BSK-VDH': 2, 'BELGS-8': 2, 'BSK-TGP': 1, '285-B': 26, '212-F': 2, '9998': 0}"
City Engineering College Vasantha Vallabha Nagara,12.88746236,77.55010722,14,29176124,"{'PPLO-CECV': 1, 'VETS-1': 0, 'CECV-ANP': 1, '215K-CECV-ANP': 1, '210E': 11}"
Gubbalala,12.88413485,77.55103269,53,29176124,"{'210-W': 18, '210-C': 16, 'ACCB8-21': 4, 'ACCB8-55': 4, 'ACCB8-29': 2, 'ACCB8-26': 2, 'ACCB8-61': 4, 'ACCB8-34': 3}"
Karishma Hills,12.88854136,77.53615625,34,29176124,"{'210-W': 18, '210-C': 16}"
KSIT College Raghuvanahalli,12.87980643,77.54444093,0,29176124,{}
Pratyangira Temple Turalli,12.89231760,77.53655881,0,29176124,{'401-B PTH-VRP-TDL': 0}
Raghuvanahalli Cross,12.88087919,77.54618772,912,29176124,"{'KBS-KMS': 3, 'VSD-AGR': 1, 'KMT-AGR': 1, 'KBS-AGR': 2, '211-L': 1, '212-M': 13, 'PHS-3': 17, '216-B': 12, 'KBS-DSCU': 2, 'JBN-DSCU': 1, '213-C': 12, 'BSK-TRL': 1, '306-B': 8, 'BSK-SMP': 1, '285-P': 13, '213-P': 8, '211-D': 16, '211-T': 10, '213-A': 4, '211-A': 8, '214-C': 5, '211-K': 12, 'KBS-MKD': 2, 'MKD-KBS': 2, '213-R': 10, '240-F': 13, '211-U': 11, '213-J': 7, '213-Q': 5, 'BSK-MTRP': 1, 'BSK-RGL': 8, 'KBS-GAT': 8, '211-G': 9, '211-RA': 5, '214-G': 22, 'KBS-5H': 24, 'MKT-5H': 24, '213-DA': 7, '213-DB': 7, '217-D': 14, 'BSK-JFM': 4, 'TGPB-HBL': 2, 'KMT-GAT': 3, 'GAT-SBS': 3, '213-QA': 8, '214-H': 15, 'BSK-GDPL': 1, '214-D KMT-TRLE': 8, '217-E': 10, '211-DA': 7, '211-R': 10, 'BSK-AGR': 2, 'SNBS-TTG': 2, 'BSK-MKD': 1, 'SNBS-MKD': 1, '213-F': 8, '213-M': 8, 'KBS-BLO': 3, 'ITPL-4T': 2, '224-E': 9, '214-B': 10, '245-C': 10, 'BSK-VLS': 4, '214-D': 15, 'BSK-TTG': 2, '245-DA': 6, '211-J': 6, 'KMT-VDH': 3, 'BSK-MNN': 3, 'KMT-GATM': 2, '211-H': 11, 'KDYL-KBS': 1, '212-B': 7, '213-FA': 9, '213-D': 6, '214-L': 6, '211-B': 12, '212-C': 12, 'JLOT-KMT': 2, 'KBS-HRH-BNGP': 5, '219-A GR College': 5, '219-A': 9, 'KBS-BTKL': 2, '211 BSK-AVS': 1, '213-N': 10, '212-D': 11, 'NICE-2': 7, '201 GBV-BSK': 1, 'VLS-KBS': 2, '213-K': 17, '213-H': 9, '216-A': 10, '213-E': 6, '213-L': 10, '378-D SRN-KGR': 1, 'GPO-GAT': 2, '213-T': 9, '378-D': 11, '214-J': 8, '214-E': 20, '213-W': 7, 'BSKTTMC-VLS': 1, '214-DA': 12, 'VLS-BSK-KBS': 2, '211-AA': 20, 'VLS-KGRTTMC': 1, 'NICE-2A': 4, '211-M': 6, '211-M BSK-HNLD': 1, '211-N': 12, '211-N BSK-BDD': 2, 'V-BSK-TLGS': 1, 'AS-14': 18, 'UTH-HRH': 1, '213-V': 2, 'TGPS-ITPL': 2, 'PLO-VLS': 1, '214G-D44-GTG': 1, 'NGS-BSK-VLS': 1, '211-Q': 8, 'BEMLB-6': 2, 'BSK-HRH': 7, 'BSK-KGP': 5, '211-E': 11, '223-A': 12, '211-C': 19, 'BSK-VDH': 2, 'BELGS-8': 2, 'BSK-TGP': 1, '285-B': 26, '212-F': 2, '9998': 0}"
Thalagattapura Balaji Layout,12.87772245,77.53983557,13,29176124,"{'217-E': 10, 'KBS-BLO': 3}"
Shanimahathma Temple Subramanyapura Uttarahalli,12.89295946,77.54319504,11,29176046,{'210-ND': 11}
Subramanyapura KEB,12.89730486,77.54673019,132,29176046,"{'SGH-UTH': 3, '45-F KBS-CKA': 1, '378-M': 12, 'VSP-FDR-1': 23, 'D34G-KGRTTMC': 3, 'D34G-UTH': 2, 'D34G-UTH-BSK': 5, '378-N': 8, 'SRN-KGR': 2, '255-C YTTMC-PLH': 1, 'CHAKRA-3': 21, '210-V': 19, 'VSP-FDR-2': 18, 'ELC-SMPBS': 2, 'ANJP10B-UTH': 1, 'GTG-UTH-CKA': 1, 'KBS-KML-PPLO': 2, 'MRBP-KGR-2': 1, 'VLS-KGRTTMC': 1, 'NICE-2A': 4, '378 ELC-UTH': 2}"
Subramanyapura Police Station,12.90106192,77.54403256,110,29176046,"{'SGH-UTH': 3, '45-F KBS-CKA': 1, '378-M': 12, 'VSP-FDR-1': 23, 'D34G-KGRTTMC': 3, 'D34G-UTH': 2, 'D34G-UTH-BSK': 5, '378-N': 8, 'SRN-KGR': 2, '255-C YTTMC-PLH': 1, 'CHAKRA-3': 21, 'VSP-FDR-2': 18, 'ANJP10B-UTH': 1, 'GTG-UTH-CKA': 1, 'KBS-KML-PPLO': 2, 'MRBP-KGR-2': 1, 'VLS-KGRTTMC': 1, '378 ELC-UTH': 2, 'V-SMPBS-KDG': 3}"
Subramanyapura Post Office,12.89871134,77.54402614,248,29176046,"{'PPLO-TLP': 3, 'PPLO-KRM1': 2, 'PPLO-KML': 2, 'BSK-VSP': 6, '15-E D21G-KML': 3, '210-E': 42, 'CHAKRA-3A': 27, 'D21G-JSD': 1, 'VSP-FDR-1': 23, '378-B': 18, '378 BSN-ELC': 3, '378 KGR-ELCW': 2, '378 BEML5-ELC': 2, '378-A': 21, '378 KST-ELC': 1, '210-UB BEML5-KMLW': 1, 'VSP-FDR-2': 18, 'PPLO-KML-KBS': 3, '401-C': 8, '210-D': 22, '378 MTR-ELC': 9, '210-UB BEML5-KBS': 2, 'PPLO-KTN': 3, 'PPLO-UTH-MNK': 2, 'PPLO-UTH-BSK-VSP': 1, '378 KGR-KKC': 1, 'KGR-BNP': 5, 'NICE-2A': 4, 'UTH-HRH': 1, 'PPLO-CECV': 1, '210E': 11}"
Thuralli,12.89750487,77.53882974,11,29176046,"{'401-B PTH-VRP-TDL': 0, '210-WA': 11}"
Yadalammanagara,12.89629549,77.54844662,128,29176046,"{'SGH-UTH': 3, '45-F KBS-CKA': 1, '378-M': 12, 'VSP-FDR-1': 23, 'D34G-KGRTTMC': 3, 'D34G-UTH': 2, 'D34G-UTH-BSK': 5, '378-N': 8, 'SRN-KGR': 2, '255-C YTTMC-PLH': 1, 'CHAKRA-3': 21, '210-V': 19, 'VSP-FDR-2': 18, 'ELC-SMPBS': 2, 'ANJP10B-UTH': 1, 'GTG-UTH-CKA': 1, 'KBS-KML-PPLO': 2, 'MRBP-KGR-2': 1, 'VLS-KGRTTMC': 1, '378 ELC-UTH': 2}"
Pratyangira Temple Turalli,12.89231760,77.53655881,0,29176047,{'401-B PTH-VRP-TDL': 0}
Shanimahathma Temple Subramanyapura Uttarahalli,12.89295946,77.54319504,11,29176047,{'210-ND': 11}
Subramanyapura Police Station,12.90106192,77.54403256,110,29176047,"{'SGH-UTH': 3, '45-F KBS-CKA': 1, '378-M': 12, 'VSP-FDR-1': 23, 'D34G-KGRTTMC': 3, 'D34G-UTH': 2, 'D34G-UTH-BSK': 5, '378-N': 8, 'SRN-KGR': 2, '255-C YTTMC-PLH': 1, 'CHAKRA-3': 21, 'VSP-FDR-2': 18, 'ANJP10B-UTH': 1, 'GTG-UTH-CKA': 1, 'KBS-KML-PPLO': 2, 'MRBP-KGR-2': 1, 'VLS-KGRTTMC': 1, '378 ELC-UTH': 2, 'V-SMPBS-KDG': 3}"
Subramanyapura Post Office,12.89871134,77.54402614,248,29176047,"{'PPLO-TLP': 3, 'PPLO-KRM1': 2, 'PPLO-KML': 2, 'BSK-VSP': 6, '15-E D21G-KML': 3, '210-E': 42, 'CHAKRA-3A': 27, 'D21G-JSD': 1, 'VSP-FDR-1': 23, '378-B': 18, '378 BSN-ELC': 3, '378 KGR-ELCW': 2, '378 BEML5-ELC': 2, '378-A': 21, '378 KST-ELC': 1, '210-UB BEML5-KMLW': 1, 'VSP-FDR-2': 18, 'PPLO-KML-KBS': 3, '401-C': 8, '210-D': 22, '378 MTR-ELC': 9, '210-UB BEML5-KBS': 2, 'PPLO-KTN': 3, 'PPLO-UTH-MNK': 2, 'PPLO-UTH-BSK-VSP': 1, '378 KGR-KKC': 1, 'KGR-BNP': 5, 'NICE-2A': 4, 'UTH-HRH': 1, 'PPLO-CECV': 1, '210E': 11}"
Thuralli,12.89750487,77.53882974,11,29176047,"{'401-B PTH-VRP-TDL': 0, '210-WA': 11}"
Paaduka Mandira Turahalli,12.89615577,77.53163874,11,29176107,{'210-ND': 11}
Pratyangira Temple Turalli,12.89231760,77.53655881,0,29176107,{'401-B PTH-VRP-TDL': 0}
Thuralli,12.89750487,77.53882974,11,29176107,"{'401-B PTH-VRP-TDL': 0, '210-WA': 11}"
Karishma Hills,12.88854136,77.53615625,34,29176119,"{'210-W': 18, '210-C': 16}"
Pratyangira Temple Turalli,12.89231760,77.53655881,0,29176119,{'401-B PTH-VRP-TDL': 0}
Shanimahathma Temple Subramanyapura Uttarahalli,12.89295946,77.54319504,11,29176119,{'210-ND': 11}
Thuralli,12.89750487,77.53882974,11,29176119,"{'401-B PTH-VRP-TDL': 0, '210-WA': 11}"
Shanimahathma Temple Subramanyapura Uttarahalli,12.89295946,77.54319504,11,29176120,{'210-ND': 11}
City Engineering College Vasantha Vallabha Nagara,12.88746236,77.55010722,14,29176121,"{'PPLO-CECV': 1, 'VETS-1': 0, 'CECV-ANP': 1, '215K-CECV-ANP': 1, '210E': 11}"
Shanimahathma Temple Subramanyapura Uttarahalli,12.89295946,77.54319504,11,29176121,{'210-ND': 11}
Subramanyapura KEB,12.89730486,77.54673019,132,29176121,"{'SGH-UTH': 3, '45-F KBS-CKA': 1, '378-M': 12, 'VSP-FDR-1': 23, 'D34G-KGRTTMC': 3, 'D34G-UTH': 2, 'D34G-UTH-BSK': 5, '378-N': 8, 'SRN-KGR': 2, '255-C YTTMC-PLH': 1, 'CHAKRA-3': 21, '210-V': 19, 'VSP-FDR-2': 18, 'ELC-SMPBS': 2, 'ANJP10B-UTH': 1, 'GTG-UTH-CKA': 1, 'KBS-KML-PPLO': 2, 'MRBP-KGR-2': 1, 'VLS-KGRTTMC': 1, 'NICE-2A': 4, '378 ELC-UTH': 2}"
Vallaba Education Trust School,12.89059282,77.55138022,13,29176121,"{'VETS-1': 0, '213 KMT-VETS': 1, '215K-BSK-VETS': 1, '210E': 11}"
Yadalammanagara,12.89629549,77.54844662,128,29176121,"{'SGH-UTH': 3, '45-F KBS-CKA': 1, '378-M': 12, 'VSP-FDR-1': 23, 'D34G-KGRTTMC': 3, 'D34G-UTH': 2, 'D34G-UTH-BSK': 5, '378-N': 8, 'SRN-KGR': 2, '255-C YTTMC-PLH': 1, 'CHAKRA-3': 21, '210-V': 19, 'VSP-FDR-2': 18, 'ELC-SMPBS': 2, 'ANJP10B-UTH': 1, 'GTG-UTH-CKA': 1, 'KBS-KML-PPLO': 2, 'MRBP-KGR-2': 1, 'VLS-KGRTTMC': 1, '378 ELC-UTH': 2}"
City Engineering College Vasantha Vallabha Nagara,12.88746236,77.55010722,14,29176122,"{'PPLO-CECV': 1, 'VETS-1': 0, 'CECV-ANP': 1, '215K-CECV-ANP': 1, '210E': 11}"
Gubbalala,12.88413485,77.55103269,53,29176122,"{'210-W': 18, '210-C': 16, 'ACCB8-21': 4, 'ACCB8-55': 4, 'ACCB8-29': 2, 'ACCB8-26': 2, 'ACCB8-61': 4, 'ACCB8-34': 3}"
Raghuvanahalli Cross,12.88087919,77.54618772,912,29176122,"{'KBS-KMS': 3, 'VSD-AGR': 1, 'KMT-AGR': 1, 'KBS-AGR': 2, '211-L': 1, '212-M': 13, 'PHS-3': 17, '216-B': 12, 'KBS-DSCU': 2, 'JBN-DSCU': 1, '213-C': 12, 'BSK-TRL': 1, '306-B': 8, 'BSK-SMP': 1, '285-P': 13, '213-P': 8, '211-D': 16, '211-T': 10, '213-A': 4, '211-A': 8, '214-C': 5, '211-K': 12, 'KBS-MKD': 2, 'MKD-KBS': 2, '213-R': 10, '240-F': 13, '211-U': 11, '213-J': 7, '213-Q': 5, 'BSK-MTRP': 1, 'BSK-RGL': 8, 'KBS-GAT': 8, '211-G': 9, '211-RA': 5, '214-G': 22, 'KBS-5H': 24, 'MKT-5H': 24, '213-DA': 7, '213-DB': 7, '217-D': 14, 'BSK-JFM': 4, 'TGPB-HBL': 2, 'KMT-GAT': 3, 'GAT-SBS': 3, '213-QA': 8, '214-H': 15, 'BSK-GDPL': 1, '214-D KMT-TRLE': 8, '217-E': 10, '211-DA': 7, '211-R': 10, 'BSK-AGR': 2, 'SNBS-TTG': 2, 'BSK-MKD': 1, 'SNBS-MKD': 1, '213-F': 8, '213-M': 8, 'KBS-BLO': 3, 'ITPL-4T': 2, '224-E': 9, '214-B': 10, '245-C': 10, 'BSK-VLS': 4, '214-D': 15, 'BSK-TTG': 2, '245-DA': 6, '211-J': 6, 'KMT-VDH': 3, 'BSK-MNN': 3, 'KMT-GATM': 2, '211-H': 11, 'KDYL-KBS': 1, '212-B': 7, '213-FA': 9, '213-D': 6, '214-L': 6, '211-B': 12, '212-C': 12, 'JLOT-KMT': 2, 'KBS-HRH-BNGP': 5, '219-A GR College': 5, '219-A': 9, 'KBS-BTKL': 2, '211 BSK-AVS': 1, '213-N': 10, '212-D': 11, 'NICE-2': 7, '201 GBV-BSK': 1, 'VLS-KBS': 2, '213-K': 17, '213-H': 9, '216-A': 10, '213-E': 6, '213-L': 10, '378-D SRN-KGR': 1, 'GPO-GAT': 2, '213-T': 9, '378-D': 11, '214-J': 8, '214-E': 20, '213-W': 7, 'BSKTTMC-VLS': 1, '214-DA': 12, 'VLS-BSK-KBS': 2, '211-AA': 20, 'VLS-KGRTTMC': 1, 'NICE-2A': 4, '211-M': 6, '211-M BSK-HNLD': 1, '211-N': 12, '211-N BSK-BDD': 2, 'V-BSK-TLGS': 1, 'AS-14': 18, 'UTH-HRH': 1, '213-V': 2, 'TGPS-ITPL': 2, 'PLO-VLS': 1, '214G-D44-GTG': 1, 'NGS-BSK-VLS': 1, '211-Q': 8, 'BEMLB-6': 2, 'BSK-HRH': 7, 'BSK-KGP': 5, '211-E': 11, '223-A': 12, '211-C': 19, 'BSK-VDH': 2, 'BELGS-8': 2, 'BSK-TGP': 1, '285-B': 26, '212-F': 2, '9998': 0}"
Shanimahathma Temple Subramanyapura Uttarahalli,12.89295946,77.54319504,11,29176122,{'210-ND': 11}
AGS Layout Ittamadu,12.91243824,77.53702523,147,29176017,"{'PPLO-AGSL': 3, '13-H': 17, '45-D': 50, 'AGSL-JVS': 3, 'AGO-AGL': 1, 'SBS-BSK-BDA-AGSL': 6, 'AGSL-BSK-SBS': 8, 'KBS-AGS-PPLO': 6, 'PPLO-AGS-SBS': 1, 'KBS-GSHR-AGSLO': 2}"
